vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop,bbox_x1_640,bbox_y1_640,bbox_x2_640,bbox_y2_640
168,c,0002_top_20250705_t0,0002_top_20250705_t1,281.0,102.0,320.0,162.0,39.0,60.0,362,140,401,200,39,60,16.008,118.258,130.177,1.101,10,0.135,Yes,362,140,401,200
169,c,0002_top_20250705_t0,0002_top_20250705_t1,215.0,405.0,256.0,468.0,41.0,63.0,299,435,342,495,43,60,11.045,111.803,123.434,1.104,10,0.099,Yes,299,435,342,495
170,c,0002_top_20250705_t0,0002_top_20250705_t1,459.0,225.0,487.0,278.0,28.0,53.0,517,271,554,325,37,54,36.222,98.351,115.624,1.176,10,0.368,Yes,517,271,554,325
171,c,0002_top_20250705_t0,0002_top_20250705_t1,418.0,256.0,447.0,307.0,29.0,51.0,483,302,513,355,30,53,30.008,96.26,101.863,1.058,10,0.312,Yes,483,302,513,355
172,c,0002_top_20250705_t0,0002_top_20250705_t1,223.0,406.0,252.0,464.0,29.0,58.0,306,436,338,490,32,54,11.597,90.609,100.419,1.108,10,0.128,Yes,306,436,338,490
173,c,0002_top_20250705_t0,0002_top_20250705_t1,318.0,242.0,352.0,298.0,34.0,56.0,399,277,432,330,33,53,6.576,104.062,107.564,1.034,10,0.063,Yes,399,277,432,330
187,b,0002_top_20250707_t0,0002_top_20250707_t1,401.0,438.0,489.0,513.0,88.0,75.0,378,486,470,568,92,82,3.606,75.133,83.193,1.107,8,0.048,Yes,378,486,470,568
188,b,0002_top_20250707_t0,0002_top_20250707_t1,273.0,83.0,327.0,169.0,54.0,86.0,245,112,302,202,57,90,2.5,59.548,61.62,1.035,8,0.042,Yes,245,112,302,202
190,c,0002_top_20250708_t0,0002_top_20250708_t1,290.0,346.0,430.0,473.0,140.0,127.0,326,321,398,493,72,172,5.099,77.524,93.349,1.204,7,0.066,Yes,326,321,398,493
191,c,0002_top_20250708_t0,0002_top_20250708_t1,309.0,220.0,436.0,313.0,127.0,93.0,274,239,345,399,71,160,1.581,72.014,93.381,1.297,7,0.022,Yes,274,239,345,399
192,c,0002_top_20250708_t0,0002_top_20250708_t1,257.0,101.0,325.0,228.0,68.0,127.0,197,268,237,417,40,149,6.103,63.702,71.589,1.124,7,0.096,Yes,197,268,237,417
193,c,0002_top_20250708_t0,0002_top_20250708_t1,373.0,47.0,428.0,181.0,55.0,134.0,240,144,291,246,51,102,4.61,60.208,67.941,1.128,7,0.077,Yes,240,144,291,246
194,c,0002_top_20250711_t0,0002_top_20250711_t1,80.0,164.0,131.0,201.0,51.0,37.0,80,164,131,201,51,37,3.202,124.579,121.083,0.972,9,0.026,Yes,80,164,131,201
195,c,0002_top_20250711_t0,0002_top_20250711_t1,82.0,235.0,127.0,271.0,45.0,36.0,82,235,127,271,45,36,3.202,108.245,107.564,0.994,9,0.03,Yes,82,235,127,271
196,c,0002_top_20250711_t0,0002_top_20250711_t1,82.0,377.0,129.0,412.0,47.0,35.0,82,377,129,412,47,35,6.325,102.591,105.418,1.028,9,0.062,Yes,82,377,129,412
197,c,0002_top_20250711_t0,0002_top_20250711_t1,206.0,300.0,233.0,371.0,27.0,71.0,206,300,233,371,27,71,3.162,111.759,114.691,1.026,9,0.028,Yes,206,300,233,371
198,c,0002_top_20250711_t0,0002_top_20250711_t1,381.0,375.0,404.0,450.0,23.0,75.0,381,375,404,450,23,75,9.434,111.198,113.864,1.024,9,0.085,Yes,381,375,404,450
199,c,0002_top_20250711_t0,0002_top_20250711_t1,95.0,0.0,135.0,28.0,40.0,28.0,95,0,135,28,40,28,13.829,108.467,100.658,0.928,9,0.127,Yes,95,0,135,28
200,c,0002_top_20250711_t0,0002_top_20250711_t1,421.0,374.0,449.0,452.0,28.0,78.0,421,374,449,452,28,78,9.014,125.607,128.701,1.025,9,0.072,Yes,421,374,449,452
201,c,0002_top_20250711_t0,0002_top_20250711_t1,357.0,381.0,384.0,449.0,27.0,68.0,357,381,384,449,27,68,9.849,109.786,113.846,1.037,9,0.09,Yes,357,381,384,449
202,c,0002_top_20250711_t0,0002_top_20250711_t1,211.0,97.0,239.0,151.0,28.0,54.0,211,97,239,151,28,54,6.5,115.261,107.49,0.933,9,0.056,Yes,211,97,239,151
203,c,0002_top_20250711_t0,0002_top_20250711_t1,266.0,148.0,293.0,205.0,27.0,57.0,266,148,293,205,27,57,7.382,114.586,108.904,0.95,9,0.064,Yes,266,148,293,205
204,c,0002_top_20250711_t0,0002_top_20250711_t1,231.0,113.0,257.0,161.0,26.0,48.0,231,113,257,161,26,48,6.801,104.69,98.29,0.939,9,0.065,Yes,231,113,257,161
205,c,0002_top_20250711_t0,0002_top_20250711_t1,246.0,128.0,276.0,191.0,30.0,63.0,246,128,276,191,30,63,7.159,128.004,121.631,0.95,9,0.056,Yes,246,128,276,191
206,c,0002_top_20250711_t0,0002_top_20250711_t1,251.0,127.0,274.0,181.0,23.0,54.0,251,127,274,181,23,54,7.159,105.361,99.035,0.94,9,0.068,Yes,251,127,274,181
207,b,0003_top_20250626_t0,0003_top_20250626_t1,253.0,285.0,279.0,380.0,26.0,95.0,245,248,273,367,28,119,4.924,67.417,77.897,1.155,8,0.073,Yes,245,248,273,367
208,b,0003_top_20250626_t0,0003_top_20250626_t1,391.0,110.0,420.0,226.0,29.0,116.0,398,79,426,197,28,118,9.552,83.241,83.774,1.006,8,0.115,Yes,398,79,426,197
209,b,0003_top_20250626_t0,0003_top_20250626_t1,250.0,59.0,279.0,175.0,29.0,116.0,248,6,278,134,30,128,10.012,84.22,100.648,1.195,8,0.119,Yes,248,6,278,134
210,b,0003_top_20250626_t0,0003_top_20250626_t1,392.0,265.0,416.0,360.0,24.0,95.0,393,241,418,335,25,94,5.701,66.731,60.836,0.912,8,0.085,Yes,393,241,418,335
212,c,0003_top_20250703_t0,0003_top_20250703_t1,403.0,356.0,426.0,458.0,23.0,102.0,154,280,183,400,29,120,3.606,73.783,76.551,1.038,6,0.049,Yes,154,280,183,400
213,c,0003_top_20250703_t0,0003_top_20250703_t1,557.0,422.0,601.0,508.0,44.0,86.0,356,345,404,452,48,107,5.701,94.048,92.655,0.985,6,0.061,Yes,356,345,404,452
214,c,0003_top_20250703_t0,0003_top_20250703_t1,595.0,392.0,627.0,474.0,32.0,82.0,404,320,442,412,38,92,2.5,80.722,79.931,0.99,6,0.031,Yes,404,320,442,412
215,b,0003_top_20250707_t0,0003_top_20250707_t1,265.0,81.0,333.0,132.0,68.0,51.0,256,0,310,56,54,56,3.041,63.6,53.852,0.847,6,0.048,Yes,256,0,310,56
216,b,0003_top_20250707_t0,0003_top_20250707_t1,447.0,522.0,500.0,640.0,53.0,118.0,279,456,331,540,52,84,5.701,74.277,58.796,0.792,6,0.077,Yes,279,456,331,540
217,b,0003_top_20250707_t0,0003_top_20250707_t1,345.0,12.0,420.0,90.0,75.0,78.0,333,5,391,80,58,75,4.61,79.511,62.008,0.78,6,0.058,Yes,333,5,391,80
218,b,0003_top_20250707_t0,0003_top_20250707_t1,154.0,385.0,209.0,535.0,55.0,150.0,86,164,150,264,64,100,2.693,87.321,70.838,0.811,6,0.031,Yes,86,164,150,264
222,c,0003_top_20250711_t0,0003_top_20250711_t1,74.0,198.0,124.0,362.0,50.0,164.0,74,198,124,362,50,164,0.0,118.191,120.104,1.016,6,0.0,Yes,74,198,124,362
223,c,0003_top_20250711_t0,0003_top_20250711_t1,456.0,384.0,505.0,524.0,49.0,140.0,456,384,505,524,49,140,1.414,114.586,117.414,1.025,6,0.012,Yes,456,384,505,524
224,c,0003_top_20250711_t0,0003_top_20250711_t1,403.0,399.0,456.0,529.0,53.0,130.0,403,399,456,529,53,130,2.236,113.137,115.966,1.025,6,0.02,Yes,403,399,456,529
225,c,0003_top_20250711_t0,0003_top_20250711_t1,553.0,400.0,603.0,533.0,50.0,133.0,553,400,603,533,50,133,2.0,112.539,116.846,1.038,6,0.018,Yes,553,400,603,533
226,c,0004_top_20250703_t0,0004_top_20250703_t1,311.0,272.0,353.0,365.0,42.0,93.0,311,272,353,365,42,93,34.154,110.386,149.723,1.356,6,0.309,Yes,311,272,353,365
227,c,0004_top_20250703_t0,0004_top_20250703_t1,351.0,268.0,390.0,361.0,39.0,93.0,351,268,390,361,39,93,33.723,107.378,146.373,1.363,6,0.314,Yes,351,268,390,361
229,c,0004_top_20250705_t0,0004_top_20250705_t1,188.0,573.0,249.0,621.0,61.0,48.0,72,579,127,640,55,61,5.025,126.657,81.835,0.646,11,0.04,Yes,72,579,127,640
230,c,0004_top_20250705_t0,0004_top_20250705_t1,194.0,516.0,251.0,559.0,57.0,43.0,96,515,150,577,54,62,11.336,123.065,84.504,0.687,11,0.092,Yes,96,515,150,577
231,c,0004_top_20250705_t0,0004_top_20250705_t1,275.0,282.0,327.0,325.0,52.0,43.0,245,285,302,351,57,66,8.062,134.358,99.358,0.74,11,0.06,Yes,245,285,302,351
232,c,0004_top_20250705_t0,0004_top_20250705_t1,262.0,437.0,321.0,483.0,59.0,46.0,187,464,248,538,61,74,1.803,127.781,100.005,0.783,11,0.014,Yes,187,464,248,538
233,c,0004_top_20250705_t0,0004_top_20250705_t1,275.0,237.0,329.0,285.0,54.0,48.0,263,244,308,305,45,61,19.105,150.629,84.172,0.559,11,0.127,Yes,263,244,308,305
234,c,0004_top_20250705_t0,0004_top_20250705_t1,256.0,487.0,316.0,532.0,60.0,45.0,169,518,228,595,59,77,3.162,123.693,96.333,0.779,11,0.026,Yes,169,518,228,595
235,c,0004_top_20250705_t0,0004_top_20250705_t1,368.0,435.0,409.0,514.0,41.0,79.0,298,559,357,638,59,79,9.341,112.432,96.426,0.858,11,0.083,Yes,298,559,357,638
236,c,0004_top_20250705_t0,0004_top_20250705_t1,457.0,63.0,488.0,133.0,31.0,70.0,522,153,550,238,28,85,8.515,136.781,89.872,0.657,11,0.062,Yes,522,153,550,238
237,c,0004_top_20250705_t0,0004_top_20250705_t1,423.0,261.0,462.0,315.0,39.0,54.0,429,372,468,453,39,81,10.548,104.661,85.796,0.82,11,0.101,Yes,429,372,468,453
238,c,0004_top_20250705_t0,0004_top_20250705_t1,417.0,58.0,447.0,123.0,30.0,65.0,472,121,501,195,29,74,23.259,137.131,83.815,0.611,11,0.17,Yes,472,121,501,195
239,c,0004_top_20250705_t0,0004_top_20250705_t1,270.0,352.0,325.0,397.0,55.0,45.0,221,371,272,439,51,68,5.22,131.643,89.872,0.683,11,0.04,Yes,221,371,272,439
240,c,0004_top_20250705_t0,0004_top_20250705_t1,501.0,95.0,536.0,159.0,35.0,64.0,572,221,605,294,33,73,20.0,122.381,82.976,0.678,11,0.163,Yes,572,221,605,294
241,c,0004_top_20250705_t0,0004_top_20250705_t1,381.0,357.0,425.0,423.0,44.0,66.0,345,468,391,548,46,80,5.657,115.278,88.414,0.767,11,0.049,Yes,345,468,391,548
242,c,0004_top_20250705_t0,0004_top_20250705_t1,411.0,288.0,451.0,351.0,40.0,63.0,403,403,440,489,37,86,6.403,112.432,86.052,0.765,11,0.057,Yes,403,403,440,489
243,c,0004_top_20250705_t0,0004_top_20250705_t1,396.0,322.0,438.0,384.0,42.0,62.0,377,441,417,515,40,74,9.192,111.732,80.66,0.722,11,0.082,Yes,377,441,417,515
253,b,0004_top_20250707_t0,0004_top_20250707_t1,265.0,37.0,325.0,109.0,60.0,72.0,228,97,290,144,62,47,3.162,58.822,62.129,1.056,10,0.054,Yes,228,97,290,144
254,b,0004_top_20250707_t0,0004_top_20250707_t1,420.0,77.0,500.0,164.0,80.0,87.0,383,27,465,93,82,66,2.0,74.626,82.928,1.111,10,0.027,Yes,383,27,465,93
255,b,0004_top_20250707_t0,0004_top_20250707_t1,81.0,229.0,152.0,334.0,71.0,105.0,99,351,160,478,61,127,4.031,73.246,89.14,1.217,10,0.055,Yes,99,351,160,478
256,b,0004_top_20250707_t0,0004_top_20250707_t1,290.0,542.0,350.0,635.0,60.0,93.0,355,527,407,637,52,110,1.0,59.666,76.42,1.281,10,0.017,Yes,355,527,407,637
257,b,0004_top_20250707_t0,0004_top_20250707_t1,349.0,56.0,413.0,141.0,64.0,85.0,306,56,371,118,65,62,6.185,64.203,68.007,1.059,10,0.096,Yes,306,56,371,118
258,b,0004_top_20250707_t0,0004_top_20250707_t1,520.0,119.0,605.0,205.0,85.0,86.0,480,8,564,61,84,53,8.86,78.032,79.404,1.018,10,0.114,Yes,480,8,564,61
260,b,0005_top_20250626_t0,0005_top_20250626_t1,243.0,546.0,272.0,639.0,29.0,93.0,219,373,251,508,32,135,7.433,70.456,86.954,1.234,8,0.105,Yes,219,373,251,508
261,b,0005_top_20250626_t0,0005_top_20250626_t1,236.0,216.0,265.0,338.0,29.0,122.0,222,36,253,163,31,127,2.828,89.185,94.414,1.059,8,0.032,Yes,222,36,253,163
262,b,0005_top_20250626_t0,0005_top_20250626_t1,236.0,371.0,267.0,493.0,31.0,122.0,217,193,249,322,32,129,2.0,88.837,89.554,1.008,8,0.023,Yes,217,193,249,322
263,b,0005_top_20250626_t0,0005_top_20250626_t1,395.0,466.0,420.0,553.0,25.0,87.0,383,305,409,396,26,91,14.765,59.682,76.851,1.288,8,0.247,Yes,383,305,409,396
269,d,0005_top_20250705_t0,0005_top_20250705_t1,370.0,87.0,387.0,133.0,17.0,46.0,370,87,387,133,17,46,28.609,117.456,131.034,1.116,10,0.244,Yes,370,87,387,133
270,d,0005_top_20250705_t0,0005_top_20250705_t1,406.0,78.0,428.0,103.0,22.0,25.0,406,78,428,103,22,25,31.048,138.192,106.212,0.769,10,0.225,Yes,406,78,428,103
281,b,0005_top_20250707_t0,0005_top_20250707_t1,214.0,367.0,251.0,507.0,37.0,140.0,276,340,301,440,25,100,2.236,79.076,76.322,0.965,10,0.028,Yes,276,340,301,440
283,d,0005_top_20250709_t0,0005_top_20250709_t1,103.0,402.0,150.0,443.0,47.0,41.0,181,465,229,507,48,42,12.748,93.814,98.473,1.05,12,0.136,Yes,181,465,229,507
284,d,0005_top_20250709_t0,0005_top_20250709_t1,173.0,431.0,215.0,479.0,42.0,48.0,255,498,295,544,40,46,14.705,82.329,89.022,1.081,12,0.179,Yes,255,498,295,544
285,d,0005_top_20250709_t0,0005_top_20250709_t1,215.0,122.0,236.0,193.0,21.0,71.0,287,176,311,245,24,69,7.517,93.408,93.236,0.998,12,0.08,Yes,287,176,311,245
287,b,0006_top_20250707_t0,0006_top_20250707_t1,9.0,182.0,48.0,302.0,39.0,120.0,293,164,328,271,35,107,6.0,102.396,89.045,0.87,8,0.059,Yes,293,164,328,271
298,d,0006_top_20250708_t0,0006_top_20250708_t1,222.0,266.0,294.0,548.0,72.0,282.0,138,259,212,529,74,270,6.708,104.89,78.294,0.746,6,0.064,Yes,138,259,212,529
299,d,0006_top_20250708_t0,0006_top_20250708_t1,311.0,290.0,382.0,567.0,71.0,277.0,227,281,297,554,70,273,20.616,107.005,77.369,0.723,6,0.193,Yes,227,281,297,554
300,d,0006_top_20250708_t0,0006_top_20250708_t1,125.0,273.0,200.0,549.0,75.0,276.0,40,261,121,535,81,274,6.671,80.957,80.623,0.996,6,0.082,Yes,40,261,121,535
306,c,0006_top_20250711_t0,0006_top_20250711_t1,353.0,314.0,477.0,481.0,124.0,167.0,353,314,477,481,124,167,1.118,72.801,73.6,1.011,6,0.015,Yes,353,314,477,481
307,c,0006_top_20250711_t0,0006_top_20250711_t1,205.0,246.0,296.0,477.0,91.0,231.0,205,246,296,477,91,231,2.062,75.604,72.201,0.955,6,0.027,Yes,205,246,296,477
308,c,0006_top_20250711_t0,0006_top_20250711_t1,156.0,244.0,232.0,479.0,76.0,235.0,156,244,232,479,76,235,2.5,73.246,68.264,0.932,6,0.034,Yes,156,244,232,479
309,c,0006_top_20250711_t0,0006_top_20250711_t1,167.0,279.0,243.0,490.0,76.0,211.0,167,279,243,490,76,211,2.915,67.424,63.246,0.938,6,0.043,Yes,167,279,243,490
310,c,0006_top_20250711_t0,0006_top_20250711_t1,310.0,313.0,392.0,455.0,82.0,142.0,310,313,392,455,82,142,1.118,55.172,53.075,0.962,6,0.02,Yes,310,313,392,455
311,b,0007_top_20250626_t0,0007_top_20250626_t1,261.0,405.0,331.0,459.0,70.0,54.0,205,430,236,569,31,139,8.544,80.231,85.983,1.072,8,0.106,Yes,205,430,236,569
312,b,0007_top_20250626_t0,0007_top_20250626_t1,350.0,372.0,414.0,420.0,64.0,48.0,208,264,238,384,30,120,8.382,76.694,81.541,1.063,8,0.109,Yes,208,264,238,384
313,b,0007_top_20250626_t0,0007_top_20250626_t1,434.0,340.0,509.0,392.0,75.0,52.0,209,78,244,216,35,138,11.769,93.984,101.789,1.083,8,0.125,Yes,209,78,244,216
321,d,0007_top_20250703_t0,0007_top_20250703_t1,324.0,398.0,402.0,457.0,78.0,59.0,296,532,391,599,95,67,28.151,132.231,77.827,0.589,7,0.213,Yes,296,532,391,599
327,c,0007_top_20250705_t0,0007_top_20250705_t1,226.0,478.0,257.0,547.0,31.0,69.0,226,478,257,547,31,69,0.0,135.148,135.148,1.0,8,0.0,Yes,226,478,257,547
328,c,0007_top_20250705_t0,0007_top_20250705_t1,188.0,318.0,225.0,398.0,37.0,80.0,188,318,225,398,37,80,0.0,150.629,150.629,1.0,8,0.0,Yes,188,318,225,398
329,c,0007_top_20250705_t0,0007_top_20250705_t1,333.0,527.0,363.0,591.0,30.0,64.0,333,527,363,591,30,64,0.0,113.846,113.846,1.0,8,0.0,Yes,333,527,363,591
330,b,0007_top_20250707_t0,0007_top_20250707_t1,61.0,447.0,97.0,564.0,36.0,117.0,197,398,232,517,35,119,5.0,114.39,115.104,1.006,7,0.044,Yes,197,398,232,517
331,b,0007_top_20250707_t0,0007_top_20250707_t1,161.0,447.0,193.0,564.0,32.0,117.0,294,400,329,515,35,115,5.025,106.452,107.355,1.008,7,0.047,Yes,294,400,329,515
332,b,0007_top_20250707_t0,0007_top_20250707_t1,127.0,445.0,161.0,566.0,34.0,121.0,262,401,296,515,34,114,5.523,112.294,106.471,0.948,7,0.049,Yes,262,401,296,515
333,b,0007_top_20250707_t0,0007_top_20250707_t1,0.0,462.0,29.0,568.0,29.0,106.0,135,411,167,517,32,106,6.519,104.101,106.532,1.023,7,0.063,Yes,135,411,167,517
334,b,0007_top_20250707_t0,0007_top_20250707_t1,466.0,168.0,499.0,282.0,33.0,114.0,603,124,636,231,33,107,4.272,89.051,84.054,0.944,7,0.048,Yes,603,124,636,231
335,b,0007_top_20250707_t0,0007_top_20250707_t1,29.0,453.0,61.0,570.0,32.0,117.0,166,407,198,520,32,113,7.0,112.872,110.145,0.976,7,0.062,Yes,166,407,198,520
336,b,0007_top_20250707_t0,0007_top_20250707_t1,193.0,376.0,325.0,566.0,132.0,190.0,324,331,453,498,129,167,7.159,239.176,219.804,0.919,7,0.03,Yes,324,331,453,498
337,b,0007_top_20250707_t0,0007_top_20250707_t1,98.0,451.0,129.0,562.0,31.0,111.0,235,405,266,514,31,109,8.016,103.354,102.474,0.991,7,0.078,Yes,235,405,266,514
338,b,0007_top_20250707_t0,0007_top_20250707_t1,206.0,173.0,243.0,293.0,37.0,120.0,341,127,380,246,39,119,5.0,92.785,93.814,1.011,7,0.054,Yes,341,127,380,246
339,b,0007_top_20250707_t0,0007_top_20250707_t1,237.0,175.0,275.0,290.0,38.0,115.0,374,125,410,243,36,118,4.123,90.736,91.417,1.008,7,0.045,Yes,374,125,410,243
340,b,0007_top_20250707_t0,0007_top_20250707_t1,169.0,178.0,209.0,295.0,40.0,117.0,304,131,344,247,40,116,4.031,94.578,94.032,0.994,7,0.043,Yes,304,131,344,247
341,b,0007_top_20250707_t0,0007_top_20250707_t1,104.0,185.0,139.0,301.0,35.0,116.0,237,151,275,253,38,102,2.121,92.114,88.006,0.955,7,0.023,Yes,237,151,275,253
342,b,0007_top_20250707_t0,0007_top_20250707_t1,345.0,178.0,376.0,293.0,31.0,115.0,462,146,501,310,39,164,31.847,86.954,125.22,1.44,7,0.366,Yes,462,146,501,310
343,b,0007_top_20250707_t0,0007_top_20250707_t1,137.0,182.0,173.0,298.0,36.0,116.0,273,140,308,247,35,107,4.272,92.114,86.822,0.943,7,0.046,Yes,273,140,308,247
344,b,0007_top_20250707_t0,0007_top_20250707_t1,272.0,171.0,306.0,292.0,34.0,121.0,407,127,444,243,37,116,5.099,91.302,91.586,1.003,7,0.056,Yes,407,127,444,243
345,b,0007_top_20250707_t0,0007_top_20250707_t1,309.0,177.0,343.0,290.0,34.0,113.0,440,134,477,241,37,107,2.5,87.983,86.533,0.984,7,0.028,Yes,440,134,477,241
346,b,0007_top_20250707_t0,0007_top_20250707_t1,76.0,182.0,108.0,301.0,32.0,119.0,207,140,244,251,37,111,2.0,93.648,93.477,0.998,7,0.021,Yes,207,140,244,251
347,b,0007_top_20250707_t0,0007_top_20250707_t1,39.0,169.0,75.0,303.0,36.0,134.0,170,137,211,249,41,112,2.5,106.33,99.02,0.931,7,0.024,Yes,170,137,211,249
363,c,0007_top_20250708_t0,0007_top_20250708_t1,449.0,121.0,563.0,440.0,114.0,319.0,0,93,49,408,49,315,25.0,186.4,125.495,0.673,9,0.134,Yes,0,93,49,408
369,c,0008_top_20250623_t0,0008_top_20250623_t1,165.0,476.0,239.0,559.0,74.0,83.0,199,404,293,472,94,68,7.5,103.005,108.706,1.055,6,0.073,Yes,199,404,293,472
370,c,0008_top_20250623_t0,0008_top_20250623_t1,121.0,258.0,161.0,434.0,40.0,176.0,195,108,248,311,53,203,1.118,119.474,138.539,1.16,6,0.009,Yes,195,108,248,311
371,c,0008_top_20250623_t0,0008_top_20250623_t1,180.0,250.0,218.0,428.0,38.0,178.0,259,142,309,350,50,208,0.707,121.709,138.683,1.139,6,0.006,Yes,259,142,309,350
372,c,0008_top_20250623_t0,0008_top_20250623_t1,158.0,584.0,255.0,640.0,97.0,56.0,172,516,289,594,117,78,6.708,114.965,131.503,1.144,6,0.058,Yes,172,516,289,594
373,c,0008_top_20250623_t0,0008_top_20250623_t1,340.0,292.0,389.0,449.0,49.0,157.0,434,304,482,489,48,185,9.618,125.431,125.734,1.002,6,0.077,Yes,434,304,482,489
376,d,0008_top_20250624_t0,0008_top_20250624_t1,240.0,256.0,334.0,593.0,94.0,337.0,259,175,347,250,88,75,9.014,81.302,61.62,0.758,7,0.111,Yes,259,175,347,250
377,d,0008_top_20250624_t0,0008_top_20250624_t1,438.0,168.0,539.0,517.0,101.0,349.0,278,350,374,413,96,63,5.148,87.658,61.4,0.7,7,0.059,Yes,278,350,374,413
378,d,0008_top_20250624_t0,0008_top_20250624_t1,550.0,147.0,640.0,523.0,90.0,376.0,277,440,380,514,103,74,13.153,90.973,66.843,0.735,7,0.145,Yes,277,440,380,514
380,b,0008_top_20250707_t0,0008_top_20250707_t1,424.0,406.0,458.0,524.0,34.0,118.0,503,403,536,519,33,116,1.414,103.446,98.27,0.95,9,0.014,Yes,503,403,536,519
381,b,0008_top_20250707_t0,0008_top_20250707_t1,199.0,83.0,225.0,193.0,26.0,110.0,279,85,304,192,25,107,7.382,85.0,89.0,1.047,9,0.087,Yes,279,85,304,192
382,b,0008_top_20250707_t0,0008_top_20250707_t1,129.0,2.0,158.0,109.0,29.0,107.0,210,1,236,110,26,109,21.006,83.863,90.785,1.083,9,0.25,Yes,210,1,236,110
383,b,0008_top_20250707_t0,0008_top_20250707_t1,111.0,445.0,141.0,552.0,30.0,107.0,194,444,222,535,28,91,8.944,92.439,77.389,0.837,9,0.097,Yes,194,444,222,535
384,b,0008_top_20250707_t0,0008_top_20250707_t1,180.0,432.0,209.0,529.0,29.0,97.0,262,431,289,531,27,100,5.0,84.906,82.855,0.976,9,0.059,Yes,262,431,289,531
385,b,0008_top_20250707_t0,0008_top_20250707_t1,147.0,437.0,175.0,542.0,28.0,105.0,228,435,256,539,28,104,4.031,89.185,85.959,0.964,9,0.045,Yes,228,435,256,539
386,b,0008_top_20250707_t0,0008_top_20250707_t1,230.0,434.0,259.0,529.0,29.0,95.0,313,432,340,529,27,97,7.018,84.06,81.123,0.965,9,0.083,Yes,313,432,340,529
387,b,0008_top_20250707_t0,0008_top_20250707_t1,392.0,414.0,424.0,527.0,32.0,113.0,474,411,503,522,29,111,3.0,98.112,90.918,0.927,9,0.031,Yes,474,411,503,522
388,b,0008_top_20250707_t0,0008_top_20250707_t1,269.0,113.0,294.0,219.0,25.0,106.0,348,114,374,216,26,102,3.905,83.187,86.354,1.038,9,0.047,Yes,348,114,374,216
389,b,0008_top_20250707_t0,0008_top_20250707_t1,362.0,418.0,394.0,526.0,32.0,108.0,444,419,473,520,29,101,4.61,94.154,85.755,0.911,9,0.049,Yes,444,419,473,520
390,b,0008_top_20250707_t0,0008_top_20250707_t1,233.0,96.0,258.0,197.0,25.0,101.0,313,95,338,198,25,103,5.025,78.772,86.313,1.096,9,0.064,Yes,313,95,338,198
391,b,0008_top_20250707_t0,0008_top_20250707_t1,161.0,66.0,188.0,168.0,27.0,102.0,243,69,268,171,25,102,9.605,80.262,85.422,1.064,9,0.12,Yes,243,69,268,171
392,b,0008_top_20250707_t0,0008_top_20250707_t1,262.0,419.0,290.0,524.0,28.0,105.0,345,418,375,522,30,104,10.512,89.554,87.464,0.977,9,0.117,Yes,345,418,375,522
393,b,0008_top_20250707_t0,0008_top_20250707_t1,400.0,144.0,434.0,253.0,34.0,109.0,480,149,510,246,30,97,7.211,91.269,85.147,0.933,9,0.079,Yes,480,149,510,246
394,b,0008_top_20250707_t0,0008_top_20250707_t1,491.0,409.0,523.0,514.0,32.0,105.0,571,403,602,512,31,109,4.472,93.295,91.586,0.982,9,0.048,Yes,571,403,602,512
395,b,0008_top_20250707_t0,0008_top_20250707_t1,303.0,130.0,330.0,226.0,27.0,96.0,383,129,409,224,26,95,5.099,78.39,81.123,1.035,9,0.065,Yes,383,129,409,224
396,b,0008_top_20250707_t0,0008_top_20250707_t1,462.0,416.0,492.0,517.0,30.0,101.0,542,413,572,512,30,99,1.803,90.05,85.147,0.946,9,0.02,Yes,542,413,572,512
397,b,0008_top_20250707_t0,0008_top_20250707_t1,327.0,421.0,358.0,534.0,31.0,113.0,410,421,438,516,28,95,8.322,98.005,81.302,0.83,9,0.085,Yes,410,421,438,516
398,b,0008_top_20250707_t0,0008_top_20250707_t1,336.0,145.0,364.0,244.0,28.0,99.0,415,147,441,241,26,94,4.61,81.123,80.623,0.994,9,0.057,Yes,415,147,441,241
399,b,0008_top_20250707_t0,0008_top_20250707_t1,521.0,408.0,553.0,516.0,32.0,108.0,602,407,631,510,29,103,6.964,95.383,87.132,0.913,9,0.073,Yes,602,407,631,510
400,b,0008_top_20250707_t0,0008_top_20250707_t1,434.0,144.0,470.0,258.0,36.0,114.0,515,149,546,250,31,101,9.301,97.098,89.588,0.923,9,0.096,Yes,515,149,546,250
401,b,0008_top_20250707_t0,0008_top_20250707_t1,369.0,151.0,399.0,246.0,30.0,95.0,449,150,477,242,28,92,7.159,79.612,80.455,1.011,9,0.09,Yes,449,150,477,242
402,b,0008_top_20250707_t0,0008_top_20250707_t1,295.0,418.0,326.0,518.0,31.0,100.0,382,419,407,517,25,98,10.198,88.51,81.006,0.915,9,0.115,Yes,382,419,407,517
403,b,0008_top_20250707_t0,0008_top_20250707_t1,531.0,132.0,568.0,253.0,37.0,121.0,611,137,639,248,28,111,10.308,101.356,92.661,0.914,9,0.102,Yes,611,137,639,248
