vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop,bbox_x1_640,bbox_y1_640,bbox_x2_640,bbox_y2_640,image_path,stop_bool,ok_all
119,c,0002_top_20250705_t0,0002_top_20250705_t1,399.0,184.0,430.0,237.0,31.0,53.0,481.0,219.0,511.0,268.0,30,49,9.925,101.912,100.499,0.986,10,0.097,Yes,481.0,219.0,511.0,268.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
120,c,0002_top_20250705_t0,0002_top_20250705_t1,497.0,372.0,529.0,429.0,32.0,57.0,581.0,403.0,613.0,455.0,32,52,3.905,106.217,101.415,0.955,10,0.037,Yes,581.0,403.0,613.0,455.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
121,c,0002_top_20250705_t0,0002_top_20250705_t1,475.0,476.0,512.0,539.0,37.0,63.0,561.0,502.0,596.0,565.0,35,63,4.301,115.521,112.61,0.975,10,0.037,Yes,561.0,502.0,596.0,565.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
122,c,0002_top_20250705_t0,0002_top_20250705_t1,418.0,438.0,459.0,498.0,41.0,60.0,502.0,467.0,542.0,523.0,40,56,4.123,119.331,115.256,0.966,10,0.035,Yes,502.0,467.0,542.0,523.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
123,c,0002_top_20250705_t0,0002_top_20250705_t1,159.0,369.0,198.0,429.0,39.0,60.0,242.0,396.0,281.0,456.0,39,60,26.101,104.69,118.191,1.129,10,0.249,Yes,242.0,396.0,281.0,456.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
124,c,0002_top_20250705_t0,0002_top_20250705_t1,396.0,12.0,436.0,70.0,40.0,58.0,475.0,50.0,514.0,107.0,39,57,14.765,127.142,131.046,1.031,10,0.116,Yes,475.0,50.0,514.0,107.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
125,c,0002_top_20250705_t0,0002_top_20250705_t1,356.0,39.0,395.0,95.0,39.0,56.0,418.0,92.0,453.0,149.0,35,57,37.336,120.739,123.069,1.019,10,0.309,Yes,418.0,92.0,453.0,149.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
126,c,0002_top_20250705_t0,0002_top_20250705_t1,417.0,0.0,452.0,54.0,35.0,54.0,497.0,38.0,531.0,92.0,34,54,13.435,116.387,120.283,1.033,10,0.115,Yes,497.0,38.0,531.0,92.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
127,c,0002_top_20250705_t0,0002_top_20250705_t1,379.0,25.0,415.0,84.0,36.0,59.0,436.0,79.0,474.0,133.0,38,54,40.115,119.67,124.74,1.042,10,0.335,Yes,436.0,79.0,474.0,133.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
128,c,0002_top_20250705_t0,0002_top_20250705_t1,426.0,173.0,450.0,224.0,24.0,51.0,506.0,209.0,531.0,256.0,25,47,7.433,89.107,91.22,1.024,10,0.083,Yes,506.0,209.0,531.0,256.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
129,c,0002_top_20250705_t0,0002_top_20250705_t1,475.0,386.0,514.0,441.0,39.0,55.0,559.0,416.0,595.0,468.0,36,52,3.162,116.039,107.299,0.925,10,0.027,Yes,559.0,416.0,595.0,468.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
130,c,0002_top_20250705_t0,0002_top_20250705_t1,456.0,401.0,493.0,457.0,37.0,56.0,541.0,428.0,578.0,486.0,37,58,7.159,111.521,113.455,1.017,10,0.064,Yes,541.0,428.0,578.0,486.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
131,c,0002_top_20250705_t0,0002_top_20250705_t1,225.0,134.0,263.0,200.0,38.0,66.0,306.0,172.0,343.0,233.0,37,61,23.259,118.089,126.574,1.072,10,0.197,Yes,306.0,172.0,343.0,233.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
132,c,0002_top_20250705_t0,0002_top_20250705_t1,515.0,442.0,553.0,499.0,38.0,57.0,597.0,469.0,638.0,526.0,41,57,4.743,115.884,117.614,1.015,10,0.041,Yes,597.0,469.0,638.0,526.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
133,c,0002_top_20250705_t0,0002_top_20250705_t1,492.0,459.0,533.0,517.0,41.0,58.0,577.0,485.0,618.0,546.0,41,61,4.243,119.633,120.88,1.01,10,0.035,Yes,577.0,485.0,618.0,546.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
134,c,0002_top_20250705_t0,0002_top_20250705_t1,325.0,68.0,357.0,124.0,32.0,56.0,407.0,106.0,434.0,159.0,27,53,17.847,106.075,103.276,0.974,10,0.168,Yes,407.0,106.0,434.0,159.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
135,c,0002_top_20250705_t0,0002_top_20250705_t1,533.0,422.0,572.0,479.0,39.0,57.0,616.0,446.0,639.0,510.0,23,64,20.359,118.849,97.082,0.817,10,0.171,Yes,616.0,446.0,639.0,510.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
136,c,0002_top_20250705_t0,0002_top_20250705_t1,175.0,435.0,217.0,498.0,42.0,63.0,281.0,452.0,320.0,515.0,39,63,19.164,110.39,119.553,1.083,10,0.174,Yes,281.0,452.0,320.0,515.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
137,c,0002_top_20250705_t0,0002_top_20250705_t1,197.0,426.0,239.0,488.0,42.0,62.0,288.0,456.0,317.0,510.0,29,54,16.194,111.126,94.763,0.853,10,0.146,Yes,288.0,456.0,317.0,510.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
138,c,0002_top_20250705_t0,0002_top_20250705_t1,433.0,238.0,474.0,295.0,41.0,57.0,500.0,283.0,535.0,340.0,35,57,32.638,123.065,114.691,0.932,10,0.265,Yes,500.0,283.0,535.0,340.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
139,c,0002_top_20250705_t0,0002_top_20250705_t1,420.0,175.0,453.0,229.0,33.0,54.0,499.0,211.0,534.0,261.0,35,50,7.106,106.963,111.396,1.041,10,0.066,Yes,499.0,211.0,534.0,261.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
140,c,0002_top_20250705_t0,0002_top_20250705_t1,340.0,53.0,376.0,112.0,36.0,59.0,400.0,102.0,438.0,160.0,38,58,36.366,116.103,128.818,1.11,10,0.313,Yes,400.0,102.0,438.0,160.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
141,c,0002_top_20250705_t0,0002_top_20250705_t1,260.0,378.0,293.0,433.0,33.0,55.0,342.0,405.0,377.0,460.0,35,55,7.906,96.208,107.564,1.118,10,0.082,Yes,342.0,405.0,377.0,460.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
142,c,0002_top_20250705_t0,0002_top_20250705_t1,337.0,482.0,374.0,545.0,37.0,63.0,420.0,511.0,458.0,567.0,38,56,1.581,108.931,109.343,1.004,10,0.015,Yes,420.0,511.0,458.0,567.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
143,c,0002_top_20250705_t0,0002_top_20250705_t1,396.0,269.0,435.0,325.0,39.0,56.0,459.0,319.0,497.0,377.0,38,58,38.685,115.109,119.097,1.035,10,0.336,Yes,459.0,319.0,497.0,377.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
144,c,0002_top_20250705_t0,0002_top_20250705_t1,378.0,466.0,414.0,525.0,36.0,59.0,463.0,494.0,501.0,551.0,38,57,7.28,106.888,111.396,1.042,10,0.068,Yes,463.0,494.0,501.0,551.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
145,c,0002_top_20250705_t0,0002_top_20250705_t1,302.0,84.0,340.0,140.0,38.0,56.0,382.0,123.0,419.0,178.0,37,55,16.008,114.11,123.167,1.079,10,0.14,Yes,382.0,123.0,419.0,178.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
146,c,0002_top_20250705_t0,0002_top_20250705_t1,454.0,222.0,492.0,280.0,38.0,58.0,537.0,256.0,573.0,310.0,36,54,6.708,120.104,114.215,0.951,10,0.056,Yes,537.0,256.0,573.0,310.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
147,c,0002_top_20250705_t0,0002_top_20250705_t1,355.0,302.0,395.0,360.0,40.0,58.0,443.0,335.0,473.0,388.0,30,53,6.519,114.978,100.449,0.874,10,0.057,Yes,443.0,335.0,473.0,388.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
148,c,0002_top_20250705_t0,0002_top_20250705_t1,403.0,12.0,431.0,65.0,28.0,53.0,482.0,49.0,510.0,102.0,28,53,15.116,101.833,108.904,1.069,10,0.148,Yes,482.0,49.0,510.0,102.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
149,c,0002_top_20250705_t0,0002_top_20250705_t1,238.0,390.0,278.0,451.0,40.0,61.0,321.0,422.0,360.0,481.0,39,59,12.0,110.39,116.181,1.052,10,0.109,Yes,321.0,422.0,360.0,481.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
150,c,0002_top_20250705_t0,0002_top_20250705_t1,378.0,285.0,413.0,342.0,35.0,57.0,463.0,317.0,492.0,373.0,29,56,5.408,109.041,102.533,0.94,10,0.05,Yes,463.0,317.0,492.0,373.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
151,c,0002_top_20250705_t0,0002_top_20250705_t1,276.0,365.0,317.0,421.0,41.0,56.0,360.0,396.0,399.0,452.0,39,56,4.123,109.986,115.624,1.051,10,0.037,Yes,360.0,396.0,399.0,452.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
152,c,0002_top_20250705_t0,0002_top_20250705_t1,364.0,41.0,392.0,93.0,28.0,52.0,443.0,80.0,471.0,131.0,28,51,14.773,97.591,105.361,1.08,10,0.151,Yes,443.0,80.0,471.0,131.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
153,c,0002_top_20250705_t0,0002_top_20250705_t1,415.0,250.0,453.0,309.0,38.0,59.0,479.0,300.0,517.0,359.0,38,59,34.562,117.796,120.507,1.023,10,0.293,Yes,479.0,300.0,517.0,359.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
154,c,0002_top_20250705_t0,0002_top_20250705_t1,518.0,443.0,548.0,494.0,30.0,51.0,603.0,473.0,633.0,524.0,30,51,1.118,97.082,95.016,0.979,10,0.012,Yes,603.0,473.0,633.0,524.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
155,c,0002_top_20250705_t0,0002_top_20250705_t1,442.0,239.0,468.0,293.0,26.0,54.0,524.0,273.0,550.0,322.0,26,49,6.946,94.048,91.935,0.978,10,0.074,Yes,524.0,273.0,550.0,322.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
156,c,0002_top_20250705_t0,0002_top_20250705_t1,300.0,350.0,335.0,408.0,35.0,58.0,383.0,380.0,418.0,437.0,35,57,3.041,104.005,110.39,1.061,10,0.029,Yes,383.0,380.0,418.0,437.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
157,c,0002_top_20250705_t0,0002_top_20250705_t1,421.0,2.0,447.0,48.0,26.0,46.0,500.0,35.0,525.0,84.0,25,49,17.678,92.698,99.725,1.076,10,0.191,Yes,500.0,35.0,525.0,84.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
158,c,0002_top_20250705_t0,0002_top_20250705_t1,316.0,335.0,355.0,394.0,39.0,59.0,399.0,365.0,438.0,424.0,39,59,3.808,112.699,119.754,1.063,10,0.034,Yes,399.0,365.0,438.0,424.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
159,c,0002_top_20250705_t0,0002_top_20250705_t1,257.0,116.0,296.0,175.0,39.0,59.0,342.0,153.0,380.0,211.0,38,58,17.755,115.434,125.936,1.091,10,0.154,Yes,342.0,153.0,380.0,211.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
160,c,0002_top_20250705_t0,0002_top_20250705_t1,478.0,209.0,508.0,263.0,30.0,54.0,558.0,245.0,595.0,299.0,37,54,6.5,104.062,116.387,1.118,10,0.062,Yes,558.0,245.0,595.0,299.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
161,c,0002_top_20250705_t0,0002_top_20250705_t1,472.0,211.0,514.0,267.0,42.0,56.0,577.0,232.0,610.0,293.0,33,61,42.688,127.004,118.14,0.93,10,0.336,Yes,577.0,232.0,610.0,293.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
162,c,0002_top_20250705_t0,0002_top_20250705_t1,165.0,182.0,202.0,246.0,37.0,64.0,264.0,203.0,298.0,265.0,34,62,34.821,110.318,120.283,1.09,10,0.316,Yes,264.0,203.0,298.0,265.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
163,c,0002_top_20250705_t0,0002_top_20250705_t1,344.0,56.0,372.0,106.0,28.0,50.0,423.0,92.0,450.0,139.0,27,47,20.396,94.069,98.29,1.045,10,0.217,Yes,423.0,92.0,450.0,139.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
164,c,0002_top_20250705_t0,0002_top_20250705_t1,362.0,480.0,394.0,533.0,32.0,53.0,442.0,503.0,478.0,559.0,36,56,1.118,94.175,106.405,1.13,10,0.012,Yes,442.0,503.0,478.0,559.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
165,c,0002_top_20250705_t0,0002_top_20250705_t1,339.0,320.0,370.0,373.0,31.0,53.0,419.0,347.0,455.0,405.0,36,58,5.59,95.525,114.691,1.201,10,0.059,Yes,419.0,347.0,455.0,405.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
166,c,0002_top_20250705_t0,0002_top_20250705_t1,383.0,24.0,411.0,79.0,28.0,55.0,458.0,63.0,495.0,123.0,37,60,11.715,102.533,130.177,1.27,10,0.114,Yes,458.0,63.0,495.0,123.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
167,c,0002_top_20250705_t0,0002_top_20250705_t1,516.0,362.0,547.0,413.0,31.0,51.0,598.0,385.0,634.0,442.0,36,57,5.831,100.005,112.805,1.128,10,0.058,Yes,598.0,385.0,634.0,442.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
168,c,0002_top_20250705_t0,0002_top_20250705_t1,281.0,102.0,320.0,162.0,39.0,60.0,362.0,140.0,401.0,200.0,39,60,16.008,118.258,130.177,1.101,10,0.135,Yes,362.0,140.0,401.0,200.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
169,c,0002_top_20250705_t0,0002_top_20250705_t1,215.0,405.0,256.0,468.0,41.0,63.0,299.0,435.0,342.0,495.0,43,60,11.045,111.803,123.434,1.104,10,0.099,Yes,299.0,435.0,342.0,495.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
170,c,0002_top_20250705_t0,0002_top_20250705_t1,459.0,225.0,487.0,278.0,28.0,53.0,517.0,271.0,554.0,325.0,37,54,36.222,98.351,115.624,1.176,10,0.368,Yes,517.0,271.0,554.0,325.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
171,c,0002_top_20250705_t0,0002_top_20250705_t1,418.0,256.0,447.0,307.0,29.0,51.0,483.0,302.0,513.0,355.0,30,53,30.008,96.26,101.863,1.058,10,0.312,Yes,483.0,302.0,513.0,355.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
172,c,0002_top_20250705_t0,0002_top_20250705_t1,223.0,406.0,252.0,464.0,29.0,58.0,306.0,436.0,338.0,490.0,32,54,11.597,90.609,100.419,1.108,10,0.128,Yes,306.0,436.0,338.0,490.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
173,c,0002_top_20250705_t0,0002_top_20250705_t1,318.0,242.0,352.0,298.0,34.0,56.0,399.0,277.0,432.0,330.0,33,53,6.576,104.062,107.564,1.034,10,0.063,Yes,399.0,277.0,432.0,330.0,D:\projects\illegal_parking_project\data\images\0002_top_20250705_t1.png,True,True
187,b,0002_top_20250707_t0,0002_top_20250707_t1,401.0,438.0,489.0,513.0,88.0,75.0,378.0,486.0,470.0,568.0,92,82,3.606,75.133,83.193,1.107,8,0.048,Yes,378.0,486.0,470.0,568.0,D:\projects\illegal_parking_project\data\images\0002_top_20250707_t1.png,True,True
188,b,0002_top_20250707_t0,0002_top_20250707_t1,273.0,83.0,327.0,169.0,54.0,86.0,245.0,112.0,302.0,202.0,57,90,2.5,59.548,61.62,1.035,8,0.042,Yes,245.0,112.0,302.0,202.0,D:\projects\illegal_parking_project\data\images\0002_top_20250707_t1.png,True,True
190,c,0002_top_20250708_t0,0002_top_20250708_t1,290.0,346.0,430.0,473.0,140.0,127.0,326.0,321.0,398.0,493.0,72,172,5.099,77.524,93.349,1.204,7,0.066,Yes,326.0,321.0,398.0,493.0,D:\projects\illegal_parking_project\data\images\0002_top_20250708_t1.jpg,True,True
191,c,0002_top_20250708_t0,0002_top_20250708_t1,309.0,220.0,436.0,313.0,127.0,93.0,274.0,239.0,345.0,399.0,71,160,1.581,72.014,93.381,1.297,7,0.022,Yes,274.0,239.0,345.0,399.0,D:\projects\illegal_parking_project\data\images\0002_top_20250708_t1.jpg,True,True
192,c,0002_top_20250708_t0,0002_top_20250708_t1,257.0,101.0,325.0,228.0,68.0,127.0,197.0,268.0,237.0,417.0,40,149,6.103,63.702,71.589,1.124,7,0.096,Yes,197.0,268.0,237.0,417.0,D:\projects\illegal_parking_project\data\images\0002_top_20250708_t1.jpg,True,True
193,c,0002_top_20250708_t0,0002_top_20250708_t1,373.0,47.0,428.0,181.0,55.0,134.0,240.0,144.0,291.0,246.0,51,102,4.61,60.208,67.941,1.128,7,0.077,Yes,240.0,144.0,291.0,246.0,D:\projects\illegal_parking_project\data\images\0002_top_20250708_t1.jpg,True,True
194,c,0002_top_20250711_t0,0002_top_20250711_t1,80.0,164.0,131.0,201.0,51.0,37.0,80.0,164.0,131.0,201.0,51,37,3.202,124.579,121.083,0.972,9,0.026,Yes,80.0,164.0,131.0,201.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
195,c,0002_top_20250711_t0,0002_top_20250711_t1,82.0,235.0,127.0,271.0,45.0,36.0,82.0,235.0,127.0,271.0,45,36,3.202,108.245,107.564,0.994,9,0.03,Yes,82.0,235.0,127.0,271.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
196,c,0002_top_20250711_t0,0002_top_20250711_t1,82.0,377.0,129.0,412.0,47.0,35.0,82.0,377.0,129.0,412.0,47,35,6.325,102.591,105.418,1.028,9,0.062,Yes,82.0,377.0,129.0,412.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
197,c,0002_top_20250711_t0,0002_top_20250711_t1,206.0,300.0,233.0,371.0,27.0,71.0,206.0,300.0,233.0,371.0,27,71,3.162,111.759,114.691,1.026,9,0.028,Yes,206.0,300.0,233.0,371.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
198,c,0002_top_20250711_t0,0002_top_20250711_t1,381.0,375.0,404.0,450.0,23.0,75.0,381.0,375.0,404.0,450.0,23,75,9.434,111.198,113.864,1.024,9,0.085,Yes,381.0,375.0,404.0,450.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
199,c,0002_top_20250711_t0,0002_top_20250711_t1,95.0,0.0,135.0,28.0,40.0,28.0,95.0,0.0,135.0,28.0,40,28,13.829,108.467,100.658,0.928,9,0.127,Yes,95.0,0.0,135.0,28.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
200,c,0002_top_20250711_t0,0002_top_20250711_t1,421.0,374.0,449.0,452.0,28.0,78.0,421.0,374.0,449.0,452.0,28,78,9.014,125.607,128.701,1.025,9,0.072,Yes,421.0,374.0,449.0,452.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
201,c,0002_top_20250711_t0,0002_top_20250711_t1,357.0,381.0,384.0,449.0,27.0,68.0,357.0,381.0,384.0,449.0,27,68,9.849,109.786,113.846,1.037,9,0.09,Yes,357.0,381.0,384.0,449.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
202,c,0002_top_20250711_t0,0002_top_20250711_t1,211.0,97.0,239.0,151.0,28.0,54.0,211.0,97.0,239.0,151.0,28,54,6.5,115.261,107.49,0.933,9,0.056,Yes,211.0,97.0,239.0,151.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
203,c,0002_top_20250711_t0,0002_top_20250711_t1,266.0,148.0,293.0,205.0,27.0,57.0,266.0,148.0,293.0,205.0,27,57,7.382,114.586,108.904,0.95,9,0.064,Yes,266.0,148.0,293.0,205.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
204,c,0002_top_20250711_t0,0002_top_20250711_t1,231.0,113.0,257.0,161.0,26.0,48.0,231.0,113.0,257.0,161.0,26,48,6.801,104.69,98.29,0.939,9,0.065,Yes,231.0,113.0,257.0,161.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
205,c,0002_top_20250711_t0,0002_top_20250711_t1,246.0,128.0,276.0,191.0,30.0,63.0,246.0,128.0,276.0,191.0,30,63,7.159,128.004,121.631,0.95,9,0.056,Yes,246.0,128.0,276.0,191.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
206,c,0002_top_20250711_t0,0002_top_20250711_t1,251.0,127.0,274.0,181.0,23.0,54.0,251.0,127.0,274.0,181.0,23,54,7.159,105.361,99.035,0.94,9,0.068,Yes,251.0,127.0,274.0,181.0,D:\projects\illegal_parking_project\data\images\0002_top_20250711_t1.jpg,True,True
207,b,0003_top_20250626_t0,0003_top_20250626_t1,253.0,285.0,279.0,380.0,26.0,95.0,245.0,248.0,273.0,367.0,28,119,4.924,67.417,77.897,1.155,8,0.073,Yes,245.0,248.0,273.0,367.0,D:\projects\illegal_parking_project\data\images\0003_top_20250626_t1.jpg,True,True
208,b,0003_top_20250626_t0,0003_top_20250626_t1,391.0,110.0,420.0,226.0,29.0,116.0,398.0,79.0,426.0,197.0,28,118,9.552,83.241,83.774,1.006,8,0.115,Yes,398.0,79.0,426.0,197.0,D:\projects\illegal_parking_project\data\images\0003_top_20250626_t1.jpg,True,True
209,b,0003_top_20250626_t0,0003_top_20250626_t1,250.0,59.0,279.0,175.0,29.0,116.0,248.0,6.0,278.0,134.0,30,128,10.012,84.22,100.648,1.195,8,0.119,Yes,248.0,6.0,278.0,134.0,D:\projects\illegal_parking_project\data\images\0003_top_20250626_t1.jpg,True,True
210,b,0003_top_20250626_t0,0003_top_20250626_t1,392.0,265.0,416.0,360.0,24.0,95.0,393.0,241.0,418.0,335.0,25,94,5.701,66.731,60.836,0.912,8,0.085,Yes,393.0,241.0,418.0,335.0,D:\projects\illegal_parking_project\data\images\0003_top_20250626_t1.jpg,True,True
212,c,0003_top_20250703_t0,0003_top_20250703_t1,403.0,356.0,426.0,458.0,23.0,102.0,154.0,280.0,183.0,400.0,29,120,3.606,73.783,76.551,1.038,6,0.049,Yes,154.0,280.0,183.0,400.0,D:\projects\illegal_parking_project\data\images\0003_top_20250703_t1.jpg,True,True
213,c,0003_top_20250703_t0,0003_top_20250703_t1,557.0,422.0,601.0,508.0,44.0,86.0,356.0,345.0,404.0,452.0,48,107,5.701,94.048,92.655,0.985,6,0.061,Yes,356.0,345.0,404.0,452.0,D:\projects\illegal_parking_project\data\images\0003_top_20250703_t1.jpg,True,True
214,c,0003_top_20250703_t0,0003_top_20250703_t1,595.0,392.0,627.0,474.0,32.0,82.0,404.0,320.0,442.0,412.0,38,92,2.5,80.722,79.931,0.99,6,0.031,Yes,404.0,320.0,442.0,412.0,D:\projects\illegal_parking_project\data\images\0003_top_20250703_t1.jpg,True,True
215,b,0003_top_20250707_t0,0003_top_20250707_t1,265.0,81.0,333.0,132.0,68.0,51.0,256.0,0.0,310.0,56.0,54,56,3.041,63.6,53.852,0.847,6,0.048,Yes,256.0,0.0,310.0,56.0,D:\projects\illegal_parking_project\data\images\0003_top_20250707_t1.png,True,True
216,b,0003_top_20250707_t0,0003_top_20250707_t1,447.0,522.0,500.0,640.0,53.0,118.0,279.0,456.0,331.0,540.0,52,84,5.701,74.277,58.796,0.792,6,0.077,Yes,279.0,456.0,331.0,540.0,D:\projects\illegal_parking_project\data\images\0003_top_20250707_t1.png,True,True
217,b,0003_top_20250707_t0,0003_top_20250707_t1,345.0,12.0,420.0,90.0,75.0,78.0,333.0,5.0,391.0,80.0,58,75,4.61,79.511,62.008,0.78,6,0.058,Yes,333.0,5.0,391.0,80.0,D:\projects\illegal_parking_project\data\images\0003_top_20250707_t1.png,True,True
218,b,0003_top_20250707_t0,0003_top_20250707_t1,154.0,385.0,209.0,535.0,55.0,150.0,86.0,164.0,150.0,264.0,64,100,2.693,87.321,70.838,0.811,6,0.031,Yes,86.0,164.0,150.0,264.0,D:\projects\illegal_parking_project\data\images\0003_top_20250707_t1.png,True,True
222,c,0003_top_20250711_t0,0003_top_20250711_t1,74.0,198.0,124.0,362.0,50.0,164.0,74.0,198.0,124.0,362.0,50,164,0.0,118.191,120.104,1.016,6,0.0,Yes,74.0,198.0,124.0,362.0,D:\projects\illegal_parking_project\data\images\0003_top_20250711_t1.jpg,True,True
223,c,0003_top_20250711_t0,0003_top_20250711_t1,456.0,384.0,505.0,524.0,49.0,140.0,456.0,384.0,505.0,524.0,49,140,1.414,114.586,117.414,1.025,6,0.012,Yes,456.0,384.0,505.0,524.0,D:\projects\illegal_parking_project\data\images\0003_top_20250711_t1.jpg,True,True
224,c,0003_top_20250711_t0,0003_top_20250711_t1,403.0,399.0,456.0,529.0,53.0,130.0,403.0,399.0,456.0,529.0,53,130,2.236,113.137,115.966,1.025,6,0.02,Yes,403.0,399.0,456.0,529.0,D:\projects\illegal_parking_project\data\images\0003_top_20250711_t1.jpg,True,True
225,c,0003_top_20250711_t0,0003_top_20250711_t1,553.0,400.0,603.0,533.0,50.0,133.0,553.0,400.0,603.0,533.0,50,133,2.0,112.539,116.846,1.038,6,0.018,Yes,553.0,400.0,603.0,533.0,D:\projects\illegal_parking_project\data\images\0003_top_20250711_t1.jpg,True,True
226,c,0004_top_20250703_t0,0004_top_20250703_t1,311.0,272.0,353.0,365.0,42.0,93.0,311.0,272.0,353.0,365.0,42,93,34.154,110.386,149.723,1.356,6,0.309,Yes,311.0,272.0,353.0,365.0,D:\projects\illegal_parking_project\data\images\0004_top_20250703_t1.jpg,True,True
